"","Player","Country","Start","End","Matches","Innings","Dismissals","Caught","CaughtFielder","CaughtBehind","Stumped","MaxDismissalsInnings"
"1552","N Kruger ","Netherlands",2011,2011,2,2,2,2,2,0,0,2
"1553","DS Kulkarni ","India",2014,2016,12,12,2,2,2,0,0,1
"1554","NM Kulkarni ","India",1997,1998,10,10,2,2,2,0,0,1
"1555","RR Kulkarni ","India",1983,1987,10,10,2,2,2,0,0,1
"1556","S Lamichhane ","Nepal",2018,2020,10,10,2,2,2,0,0,1
"1557","B Laughlin ","Australia",2009,2009,5,5,2,2,2,0,0,1
"1558","P Lever ","England",1971,1975,10,9,2,2,2,0,0,1
"1559","GD Lloyd ","England",1996,1998,6,6,2,2,2,0,0,1
"1560","SCG MacGill ","Australia",2000,2000,3,3,2,2,2,0,0,1
"1561","BJ McKechnie ","New Zealand",1975,1981,14,14,2,2,2,0,0,1
"1562","KH MacLeay ","Australia",1983,1987,16,16,2,2,2,0,0,1
"1563","TN Madondo ","Zimbabwe",1998,2001,13,13,2,2,2,0,0,1
"1564","JN Maguire ","Australia",1983,1984,23,21,2,2,2,0,0,1
"1565","I Maraj ","Canada",2003,2003,6,6,2,2,2,0,0,1
"1566","A Maregwede ","Zimbabwe",2003,2005,11,11,2,2,2,0,0,1
"1567","EH Mattis ","West Indies",1981,1981,2,2,2,2,2,0,0,1
"1568","B Mavuta ","Zimbabwe",2018,2019,7,7,2,2,2,0,0,1
"1569","TMK Mawoyo ","Zimbabwe",2006,2014,7,7,2,2,2,0,0,1
"1570","MC Mendis ","Sri Lanka",1995,1995,1,1,2,2,2,0,0,2
"1571","Minhajul Abedin ","Bangladesh",1986,1999,27,27,2,2,2,0,0,1
"1572","Mohammad Kashif ","Netherlands",2006,2010,11,11,2,2,2,0,0,1
"1573","Mohammad Khalil ","Pakistan",2005,2005,3,3,2,2,2,0,0,1
"1574","Mohammad Naim ","Bangladesh",2020,2020,1,1,2,2,2,0,0,2
"1575","Mohammad Shahzad ","United Arab Emirates",2014,2016,6,6,2,2,2,0,0,1
"1576","Mohammed Qasim ","United Arab Emirates",2017,2017,5,5,2,2,2,0,0,1
"1577","Mohibullah Oryakhel ","Afghanistan",2013,2013,2,2,2,2,2,0,0,1
"1578","GMC Mol ","Netherlands",2007,2008,6,6,2,2,2,0,0,2
"1579","HJC Mol ","Netherlands",2002,2008,11,11,2,2,2,0,0,1
"1580","PJK Mooney ","Ireland",2006,2007,4,4,2,2,2,0,0,2
"1581","JE Morris ","England",1990,1991,8,8,2,2,2,0,0,1
"1582","Morshed Ali Khan ","Bangladesh",1998,1998,3,3,2,2,2,0,0,1
"1583","JK Moss ","Australia",1979,1979,1,1,2,2,2,0,0,2
"1584","EMDY Munaweera ","Sri Lanka",2017,2017,2,2,2,2,2,0,0,1
"1585","W Mwayenga ","Zimbabwe",2002,2004,3,3,2,2,2,0,0,1
"1586","SJ Myburgh ","Netherlands",2011,2018,13,13,2,2,2,0,0,1
"1587","Nafees Iqbal ","Bangladesh",2003,2005,16,16,2,2,2,0,0,1
"1588","PG Nana ","East (and Central) Africa",1975,1975,3,3,2,2,2,0,0,1
"1589","Nasir Ahmed ","Bangladesh",1988,1990,7,7,2,1,0,1,1,1
"1590","Naved Latif ","Pakistan",2001,2003,11,11,2,2,2,0,0,1
"1591","Naveen-ul-Haq ","Afghanistan",2016,2019,4,4,2,2,2,0,0,1
"1592","Najmul Hossain Shanto ","Bangladesh",2018,2020,5,5,2,2,2,0,0,2
"1593","Nazmul Islam ","Bangladesh",2018,2018,5,5,2,2,2,0,0,1
"1594","TS Nethula ","New Zealand",2012,2012,5,5,2,2,2,0,0,1
"1595","A Nortje ","South Africa",2019,2020,7,7,2,2,2,0,0,2
"1596","MP O'Dowd ","Netherlands",2019,2019,2,2,2,2,2,0,0,1
"1597","FN Otieno ","Kenya",2010,2010,4,4,2,2,2,0,0,1
"1598","C Overton ","England",2018,2018,1,1,2,2,2,0,0,2
"1599","JV Paranjpe ","India",1998,1998,4,4,2,2,2,0,0,1
"1600","TK Patel ","United States of America",2019,2020,7,7,2,2,2,0,0,1
"1601","D Paterson ","South Africa",2017,2019,4,4,2,2,2,0,0,2
"1602","GA Paterson ","Zimbabwe",1983,1987,10,10,2,2,2,0,0,1
"1603","MDK Perera ","Sri Lanka",2007,2018,13,12,2,2,2,0,0,1
"1604","PDRL Perera ","Sri Lanka",1999,2007,19,19,2,2,2,0,0,1
"1605","Pervez Mir ","Pakistan",1975,1977,3,3,2,2,2,0,0,1
"1606","RG Petrie ","New Zealand",1990,1991,12,12,2,2,2,0,0,1
"1607","OL Pitcher ","Bermuda",2007,2007,5,5,2,2,2,0,0,1
"1608","MW Priest ","New Zealand",1990,1998,18,18,2,2,2,0,0,1
"1609","MW Pringle ","South Africa",1992,1994,17,17,2,2,2,0,0,1
"1610","PM Pushpakumara ","Sri Lanka",2017,2017,2,2,2,2,2,0,0,1
"1611","NV Radford ","England",1988,1988,6,6,2,2,2,0,0,2
"1612","Raees Ahmadzai ","Afghanistan",2009,2010,5,5,2,2,2,0,0,1
"1613","LS Rajput ","India",1985,1987,4,4,2,2,2,0,0,1
"1614","WV Raman ","India",1988,1996,27,27,2,2,2,0,0,1
"1615","S Ranatunga ","Sri Lanka",1994,1996,13,13,2,2,2,0,0,1
"1616","D Ravu ","Papau New Guinea",2017,2019,8,8,2,2,2,0,0,1
"1617","B Reddy ","India",1978,1981,3,3,2,2,0,2,0,1
"1618","IR Redpath ","Australia",1971,1975,5,5,2,2,2,0,0,1
"1619","CP Rizwan ","United Arab Emirates",2019,2020,9,9,2,2,2,0,0,1
"1620","Rizwan-uz-Zaman ","Pakistan",1981,1987,3,3,2,2,2,0,0,2
"1621","GK Robertson ","New Zealand",1981,1989,10,10,2,2,2,0,0,1
"1622","GA Rogers ","Scotland",2006,2008,13,12,2,2,2,0,0,1
"1623","GRJ Roope ","England",1973,1978,8,7,2,2,2,0,0,1
"1624","LG Rowe ","West Indies",1975,1980,11,11,2,2,2,0,0,1
"1625","Rumman Raees ","Pakistan",2017,2018,9,9,2,2,2,0,0,1
"1626","HD Rutherford ","New Zealand",2013,2013,4,4,2,2,2,0,0,1
"1627","Saeed Azad ","Pakistan",1995,1996,4,4,2,2,2,0,0,1
"1628","AK Sah ","Nepal",2018,2018,2,2,2,2,0,2,0,2
"1629","AM Salvi ","India",2003,2003,4,4,2,2,2,0,0,1
"1630","Sameer Zia ","United Arab Emirates",2004,2004,1,1,2,2,2,0,0,2
"1631","Saqib Ali ","United Arab Emirates",2008,2014,5,5,2,2,2,0,0,1
"1632","Saqlain Haider ","United Arab Emirates",2014,2016,5,5,2,1,0,1,1,1
"1633","Sarandeep Singh ","India",2002,2003,5,5,2,2,2,0,0,1
"1634","AF Sattaur ","Canada",2003,2003,3,3,2,2,2,0,0,2
"1635","BM Scholtz ","Namibia",2019,2020,8,8,2,2,2,0,0,2
"1636","S Seeraj ","Canada",2006,2006,1,1,2,2,0,2,0,2
"1637","KF Semple ","West Indies",1999,1999,7,7,2,2,2,0,0,1
"1638","CP Senanayake ","Sri Lanka",1990,1991,7,7,2,2,2,0,0,1
"1639","Shaheen Shah Afridi ","Pakistan",2018,2019,19,18,2,2,2,0,0,1
"1640","Shahid Saeed ","Pakistan",1989,1993,10,10,2,2,2,0,0,1
"1641","Shahid Wasif ","Hong Kong",2016,2018,10,10,2,2,2,0,0,1
"1642","G Sharma ","India",1985,1987,11,11,2,2,2,0,0,1
"1643","TG Shaw ","South Africa",1991,1994,9,9,2,2,2,0,0,1
"1644","MQ Sheikh ","Scotland",2008,2010,7,7,2,2,2,0,0,1
"1645","R Shepherd ","West Indies",2019,2020,5,5,2,2,2,0,0,1
"1646","IT Shillingford ","West Indies",1978,1978,2,2,2,2,2,0,0,1
"1647","DJM Short ","Australia",2018,2020,8,8,2,2,2,0,0,1
"1648","JT Smuts ","South Africa",2020,2020,5,4,2,2,2,0,0,2
"1649","ED Solkar ","India",1974,1976,7,7,2,2,2,0,0,1
"1650","IM Stanger ","Scotland",1999,2006,5,5,2,2,2,0,0,1
"1651","CAH Stevenson ","United States of America",2019,2020,7,7,2,2,2,0,0,1
"1652","GB Stevenson ","England",1980,1981,4,4,2,2,2,0,0,1
"1653","AM Stuart ","Australia",1997,1997,3,3,2,2,2,0,0,2
"1654","Taslim Arif ","Pakistan",1980,1980,2,2,2,1,1,0,1,1
"1655","SP Terry ","Ireland",2016,2016,5,5,2,2,2,0,0,2
"1656","LO Tikolo ","Kenya",1996,1996,3,3,2,2,2,0,0,1
"1657","SS Tiwary ","India",2010,2010,3,3,2,2,2,0,0,1
"1658","RJW Topley ","England",2015,2016,10,10,2,2,2,0,0,1
"1659","GB Troup ","New Zealand",1976,1985,22,22,2,2,2,0,0,1
"1660","TE Tucker ","Bermuda",2008,2009,5,5,2,2,2,0,0,1
"1661","AJ Turner ","Australia",2019,2020,6,6,2,2,2,0,0,1
"1662","KEA Upashantha ","Sri Lanka",1995,2001,12,12,2,2,2,0,0,1
"1663","PS Vaidya ","India",1995,1996,4,4,2,2,2,0,0,1
"1664","JDF Vandersay ","Sri Lanka",2015,2019,12,12,2,2,2,0,0,1
"1665","RF van Oosterom ","Netherlands",1996,2002,3,3,2,2,2,0,0,1
"1666","C Viljoen ","Namibia",2019,2019,2,2,2,2,2,0,0,2
"1667","KDK Vithanage ","Sri Lanka",2013,2014,6,6,2,2,2,0,0,1
"1668","MDJ Walker ","New Zealand",2003,2003,3,3,2,2,2,0,0,1
"1669","HR Walsh (USA/WI)",NA,2019,2020,10,10,2,2,2,0,0,1
"1670","KPJ Warnaweera ","Sri Lanka",1990,1993,6,6,2,2,2,0,0,1
"1671","AS Wassan ","India",1990,1991,9,9,2,2,2,0,0,1
"1672","DS Weerakkody ","Sri Lanka",2017,2017,3,3,2,2,2,0,0,1
"1673","UWMBCA Welegedara ","Sri Lanka",2009,2010,10,9,2,2,2,0,0,1
"1674","JM Wiener ","Australia",1979,1980,7,7,2,2,2,0,0,1
"1675","RGCE Wijesuriya ","Sri Lanka",1982,1985,8,8,2,2,2,0,0,1
"1676","HS Williams ","South Africa",1999,2000,7,7,2,2,2,0,0,2
"1677","PJ Wiseman ","New Zealand",1998,2003,15,14,2,2,2,0,0,1
"1678","RD Woolley ","Australia",1983,1983,4,2,2,1,0,1,1,2
"1679","Yamin Ahmadzai ","Afghanistan",2015,2019,4,4,2,2,2,0,0,1
"1680","Yasir Arafat ","Pakistan",2000,2009,11,11,2,2,2,0,0,1
"1681","B Yograj Singh ","India",1980,1981,6,6,2,2,2,0,0,1
"1682","BE Young ","Australia",1998,1999,6,6,2,2,2,0,0,1
"1683","CA Young ","Ireland",2014,2020,14,13,2,2,2,0,0,1
"1684","Zahid Fazal ","Pakistan",1990,1994,19,19,2,2,2,0,0,1
"1685","Zahoor Elahi ","Pakistan",1996,1997,14,14,2,2,2,0,0,1
"1686","Zulqarnain Haider ","Pakistan",2010,2010,4,4,2,1,0,1,1,2
"1687","NP Kenjige ","United States of America",2019,2020,5,5,1,1,1,0,0,1
"1688","Aamer Hameed ","Pakistan",1977,1978,2,2,1,1,1,0,0,1
"1689","VR Aaron ","India",2011,2014,9,9,1,1,1,0,0,1
"1690","JS Ababu ","Kenya",1999,2006,9,9,1,1,1,0,0,1
"1691","Abdullah Mazari ","Afghanistan",2010,2010,2,2,1,1,1,0,0,1
"1692","Abdul Jabbar ","Canada",2007,2007,2,2,1,1,1,0,0,1
"1693","S Abrahams ","South Africa",2000,2000,1,1,1,1,1,0,0,1
"1694","Abul Hasan ","Bangladesh",2012,2018,7,7,1,1,1,0,0,1
"1695","Abu Hider ","Bangladesh",2018,2018,2,2,1,1,1,0,0,1
"1696","Afzaal Haider ","Hong Kong",2004,2008,4,4,1,1,1,0,0,1
"1697","MA Agarwal ","India",2020,2020,3,3,1,1,1,0,0,1
"1698","JP Agnew ","England",1985,1985,3,3,1,1,1,0,0,1
"1699","KK Ahmed ","India",2018,2019,11,11,1,1,1,0,0,1
"1700","Aijaz Ali ","United States of America",2004,2004,2,2,1,1,1,0,0,1
"1701","Kabir Ali ","England",2003,2006,14,13,1,1,1,0,0,1
"1702","RW Ali ","Kenya",1996,1997,9,9,1,1,1,0,0,1
"1703","DI Allan ","Kenya",2011,2013,5,5,1,1,1,0,0,1
"1704","MJD Allingham ","Scotland",1999,1999,3,3,1,1,1,0,0,1
"1705","Al-Amin Hossain ","Bangladesh",2014,2020,15,15,1,1,1,0,0,1
"1706","S Amarnath ","India",1978,1978,3,3,1,1,1,0,0,1
"1707","MKDI Amerasinghe ","Sri Lanka",2007,2008,8,8,1,1,1,0,0,1
"1708","CR Amini ","Papau New Guinea",2014,2014,2,2,1,1,1,0,0,1
"1709","RW Anderson ","New Zealand",1976,1978,2,2,1,1,1,0,0,1
"1710","Ankur Vasishta ","Hong Kong",2014,2014,4,4,1,1,1,0,0,1
"1711","Arshad Ali ","United Arab Emirates",2004,2008,4,4,1,1,1,0,0,1
"1712","Arshad Laeeq ","United Arab Emirates",1994,1996,6,6,1,1,1,0,0,1
"1713","Asif Masood ","Pakistan",1973,1976,7,7,1,1,1,0,0,1
"1714","RJ Bailey ","England",1985,1990,4,4,1,1,1,0,0,1
"1715","LS Baker ","West Indies",2008,2009,10,9,1,1,1,0,0,1
"1716","Basil Hameed ","United Arab Emirates",2019,2020,6,6,1,1,1,0,0,1
"1717","TC Bastiampillai ","Canada",2007,2014,13,13,1,1,1,0,0,1
"1718","MD Bates ","New Zealand",2012,2012,2,2,1,1,1,0,0,1
"1719","Bazid Khan ","Pakistan",2004,2008,5,5,1,1,1,0,0,1
"1720","MD Bell ","New Zealand",1998,2001,7,7,1,1,1,0,0,1
"1721","MJ Bennett ","Australia",1984,1985,8,8,1,1,1,0,0,1
"1722","Bilal Khan ","Oman",2019,2020,10,10,1,1,1,0,0,1
"1723","K Birkenstock ","Namibia",2019,2020,8,8,1,1,1,0,0,1
"1724","GA Bishop ","Australia",1987,1987,2,2,1,1,1,0,0,1
"1725","J Blackwood ","West Indies",2015,2015,2,2,1,1,1,0,0,1
"1726","TA Blundell ","New Zealand",2020,2020,2,2,1,1,1,0,0,1
"1727","GH Bodi ","South Africa",2007,2007,2,2,1,1,1,0,0,1
"1728","JWHD Boteju ","Sri Lanka",1999,1999,2,2,1,1,1,0,0,1
"1729","JE Brinkley ","Scotland",1999,1999,5,5,1,1,1,0,0,1
"1730","RE Bryson ","South Africa",1997,1997,7,7,1,1,1,0,0,1
"1731","CE Bulfin ","New Zealand",1999,1999,4,4,1,1,1,0,0,1
"1732","SF Burger ","Namibia",2003,2003,2,2,1,1,1,0,0,1
"1733","SJ Cameron ","Scotland",2018,2018,2,2,1,1,1,0,0,1
"1734","TK Canning ","New Zealand",2003,2005,4,4,1,1,1,0,0,1
"1735","HWR Cartwright ","Australia",2017,2017,2,2,1,1,1,0,0,1
"1736","MS Chapman (HKG/NZ)",NA,2015,2020,6,6,1,1,1,0,0,1
"1737","U Chatterjee ","India",1995,1995,3,3,1,1,1,0,0,1
"1738","DB Close ","England",1972,1972,3,3,1,1,1,0,0,1
"1739","RO Collinge ","New Zealand",1973,1978,15,15,1,1,1,0,0,1
"1740","PC Connell ","Ireland",2008,2010,13,12,1,1,1,0,0,1
"1741","SJ Cook ","South Africa",1991,1993,4,4,1,1,1,0,0,1
"1742","GJ Crocker ","Zimbabwe",1992,1993,6,6,1,1,1,0,0,1
"1743","CEH Croft ","West Indies",1977,1981,19,19,1,1,1,0,0,1
"1744","ML Cummins ","West Indies",2014,2017,11,10,1,1,1,0,0,1
"1745","KM Curran ","Zimbabwe",1983,1987,11,11,1,1,1,0,0,1
"1746","BCJ Cutting ","Australia",2013,2014,4,4,1,1,1,0,0,1
"1747","DDP D'Silva ","United Arab Emirates",2019,2020,6,6,1,1,1,0,0,1
"1748","CJ Dala ","South Africa",2018,2018,2,2,1,1,1,0,0,1
"1749","WW Davis ","West Indies",1983,1988,35,35,1,1,1,0,0,1
"1750","BFW de Leede ","Netherlands",2018,2019,3,3,1,1,1,0,0,1
"1751","MH Denness ","England",1973,1975,12,12,1,1,1,0,0,1
"1752","JH Desai ","United States of America",2004,2004,1,1,1,1,1,0,0,1
"1753","DLS de Silva ","Sri Lanka",1979,1979,2,2,1,1,1,0,0,1
"1754","R Dhanraj ","West Indies",1994,1995,6,6,1,1,1,0,0,1
"1755","BJ Diamanti ","New Zealand",2009,2009,1,1,1,1,1,0,0,1
"1756","AB Dinda ","India",2010,2013,13,13,1,1,1,0,0,1
"1757","MJ Di Venuto ","Australia",1997,1997,9,9,1,1,1,0,0,1
"1758","BL D'Oliveira ","England",1971,1972,4,4,1,1,1,0,0,1
"1759","CJ Drum ","New Zealand",1999,1999,5,5,1,1,1,0,0,1
"1760","G Dymock ","Australia",1974,1980,15,14,1,1,1,0,0,1
"1761","RR Emrit ","West Indies",2007,2007,2,2,1,1,1,0,0,1
"1762","Fahad Usman ","United Arab Emirates",2004,2004,2,2,1,1,1,0,0,1
"1763","Fazle Mahmud ","Bangladesh",2018,2018,2,2,1,1,1,0,0,1
"1764","BOP Fernando ","Sri Lanka",2019,2019,6,6,1,1,1,0,0,1
"1765","KADM Fernando ","Sri Lanka",2003,2003,1,1,1,1,1,0,0,1
"1766","J Figy ","United Arab Emirates",2019,2020,2,2,1,1,1,0,0,1
"1767","MV Fleming ","England",1997,1998,11,11,1,1,1,0,0,1
"1768","MJ Fourie ","Ireland",2007,2008,7,6,1,1,1,0,0,1
"1769","PJ Franks ","England",2000,2000,1,1,1,1,1,0,0,1
"1770","RS Gabriel ","West Indies",1984,1984,11,11,1,1,1,0,0,1
"1771","ST Gabriel ","West Indies",2016,2019,25,25,1,1,1,0,0,1
"1772","WCA Ganegama ","Sri Lanka",2001,2006,4,4,1,1,1,0,0,1
"1773","TN Garwe ","Zimbabwe",2009,2009,1,1,1,1,1,0,0,1
"1774","SP Gauchan ","Nepal",2018,2018,1,1,1,1,1,0,0,1
"1775","Gazi Ashraf ","Bangladesh",1986,1990,7,7,1,1,1,0,0,1
"1776","B Geeves ","Australia",2008,2009,2,2,1,1,1,0,0,1
"1777","SC Getkate ","Ireland",2019,2019,3,3,1,1,1,0,0,1
"1778","N Gifford ","England",1985,1985,2,2,1,1,1,0,0,1
"1779","BD Glover ","Netherlands",2019,2019,1,1,1,1,1,0,0,1
"1780","SF Graf ","Australia",1980,1981,11,11,1,1,1,0,0,1
"1781","AP Grayson ","England",2000,2001,2,2,1,1,1,0,0,1
"1782","Gurkeerat Singh ","India",2016,2016,3,3,1,1,1,0,0,1
"1783","HF Gurney ","England",2014,2014,10,10,1,1,1,0,0,1
"1784","Gursharan Singh ","India",1990,1990,1,1,1,1,1,0,0,1
"1785","AM Guruge ","United Arab Emirates",2014,2015,7,7,1,1,1,0,0,1
"1786","RS Haire ","Ireland",2008,2008,2,2,1,1,1,0,0,1
"1787","JV Harris ","Canada",2003,2003,6,6,1,1,1,0,0,1
"1788","RG Hart ","New Zealand",2002,2002,2,2,1,1,0,1,0,1
"1789","Hasan Jamil ","Pakistan",1977,1978,6,6,1,1,1,0,0,1
"1790","Hasan Raza ","Pakistan",1996,1999,16,15,1,1,1,0,0,1
"1791","TJ Heggelman ","Netherlands",2010,2011,5,5,1,1,1,0,0,1
"1792","O Henry ","South Africa",1992,1992,3,3,1,1,1,0,0,1
"1793","JG Heron ","Zimbabwe",1983,1983,6,6,1,1,1,0,0,1
"1794","PD Heyn ","Sri Lanka",1975,1975,2,2,1,1,1,0,0,1
"1795","AMJ Hilditch ","Australia",1979,1985,8,8,1,1,1,0,0,1
"1796","KC Hodsoll ","Bermuda",2007,2008,3,3,1,1,1,0,0,1
"1797","CK Hooper ","Canada",2007,2010,5,5,1,1,1,0,0,1
"1798","KA Hope ","West Indies",2017,2017,7,7,1,1,1,0,0,1
"1799","AG Hurst ","Australia",1975,1979,8,7,1,1,1,0,0,1
"1800","RO Hussain ","Scotland",2006,2010,8,7,1,1,1,0,0,1
"1801","KH Butt ","Hong Kong",2008,2008,2,2,1,1,1,0,0,1
"1802","DP Hyatt ","West Indies",2011,2011,9,9,1,1,1,0,0,1
"1803","Ibrahim Zadran ","Afghanistan",2019,2019,1,1,1,1,1,0,0,1
"1804","AP Igglesden ","England",1994,1994,4,4,1,1,1,0,0,1
"1805","Ijaz Ahmed jnr ","Pakistan",1997,1997,2,2,1,1,1,0,0,1
"1806","R Illingworth ","England",1971,1973,3,2,1,1,1,0,0,1
"1807","Imran Abbas ","Pakistan",2000,2000,2,2,1,1,1,0,0,1
"1808","MM Iqbal ","Scotland",2009,2014,13,13,1,1,1,0,0,1
"1809","Irfan Bhatti ","Pakistan",1993,1993,1,1,1,1,1,0,0,1
"1810","Izatullah Dawlatzai ","Afghanistan",2010,2015,5,5,1,1,1,0,0,1
"1811","Jahangir Alam ","Bangladesh",1997,1999,3,3,1,0,0,0,1,1
"1812","Jahangir Shah ","Bangladesh",1986,1990,5,5,1,1,1,0,0,1
"1813","Jalal-ud-Din ","Pakistan",1982,1983,8,7,1,1,1,0,0,1
"1814","Jamaluddin Ahmed ","Bangladesh",2003,2003,1,1,1,1,1,0,0,1
"1815","F Jansen ","Netherlands",1996,1996,2,2,1,1,1,0,0,1
"1816","MP Jarvis ","Zimbabwe",1987,1995,12,12,1,1,1,0,0,1
"1817","PW Jarvis ","England",1988,1993,16,16,1,1,1,0,0,1
"1818","Javed Qadeer ","Pakistan",1995,1995,1,1,1,1,0,1,0,1
"1819","SA Jayasinghe ","Sri Lanka",1979,1979,2,2,1,1,0,1,0,1
"1820","GSNFG Jayasuriya ","Sri Lanka",2015,2019,12,12,1,1,1,0,0,1
"1821","Jay Odedra ","Oman",2019,2020,3,3,1,1,1,0,0,1
"1822","S Jeganathan ","Sri Lanka",1983,1988,5,5,1,1,1,0,0,1
"1823","MR Johnson ","United States of America",2004,2004,2,2,1,1,0,1,0,1
"1824","MBS Jonkman ","Netherlands",2006,2010,16,16,1,1,1,0,0,1
"1825","MMA Jonkman ","Netherlands",2007,2010,4,4,1,1,1,0,0,1
"1826","DI Joyce ","Ireland",2006,2007,3,3,1,1,1,0,0,1
"1827","Jubair Hossain ","Bangladesh",2014,2015,3,3,1,1,1,0,0,1
"1828","Kabir Khan ","Pakistan",1994,2000,10,9,1,1,1,0,0,1
"1829","Kamran Shazad ","United Arab Emirates",2014,2015,4,4,1,1,1,0,0,1
"1830","TS Kamunhukamwe ","Zimbabwe",2018,2020,6,6,1,1,1,0,0,1
"1831","AR Kapoor ","India",1995,2000,17,17,1,1,1,0,0,1
"1832","M Karg ","Namibia",2003,2003,3,3,1,1,0,1,0,1
"1833","SHU Karnain ","Sri Lanka",1984,1990,19,19,1,1,1,0,0,1
"1834","S Kaul ","India",2018,2018,3,3,1,1,1,0,0,1
"1835","RJ Kennedy ","New Zealand",1996,1996,7,7,1,1,1,0,0,1
"1836","JC Kent ","South Africa",2002,2002,2,2,1,1,1,0,0,1
"1837","RB Kerr ","Australia",1985,1985,4,4,1,1,1,0,0,1
"1838","S Keshvani ","Canada",2009,2009,5,4,1,1,1,0,0,1
"1839","SP Khakurel ","Nepal",2018,2020,5,5,1,0,0,0,1,1
"1840","Khalid Latif ","Pakistan",2008,2010,5,5,1,1,1,0,0,1
"1841","Khurram Nawaz ","Oman",2019,2019,3,3,1,1,1,0,0,1
"1842","GE Kidd ","Ireland",2007,2008,6,5,1,1,1,0,0,1
"1843","J Kila ","Papau New Guinea",2018,2019,6,6,1,1,1,0,0,1
"1844","VJ Kingma ","Netherlands",2014,2019,3,3,1,1,1,0,0,1
"1845","JF Kloppenburg ","Netherlands",2002,2003,6,6,1,1,1,0,0,1
"1846","BL Kotze ","Namibia",2003,2003,5,5,1,1,1,0,0,1
"1847","GJP Kruger ","South Africa",2006,2006,3,3,1,1,1,0,0,1
"1848","CKB Kulasekara ","Sri Lanka",2011,2012,4,4,1,1,1,0,0,1
"1849","M Labuschagne ","Australia",2020,2020,7,7,1,1,1,0,0,1
"1850","JPR Lamsam ","Hong Kong",2004,2008,2,2,1,1,1,0,0,1
"1851","WM Lawry ","Australia",1971,1971,1,1,1,1,1,0,0,1
"1852","ML Lewis ","Australia",2005,2006,7,7,1,1,1,0,0,1
"1853","ACI Lock ","Zimbabwe",1996,1996,8,7,1,1,1,0,0,1
"1854","JL Louw ","Namibia",2003,2003,1,1,1,1,1,0,0,1
"1855","JD Love ","England",1981,1981,3,3,1,1,1,0,0,1
"1856","SW Lubbers ","Netherlands",1996,1996,4,4,1,1,1,0,0,1
"1857","MJ Lumb ","England",2014,2014,3,3,1,1,1,0,0,1
"1858","AS Luseno ","Kenya",2003,2010,10,10,1,1,1,0,0,1
"1859","MA Lynch ","England",1988,1988,3,3,1,1,1,0,0,1
"1860","RJ McCurdy ","Australia",1985,1985,11,11,1,1,1,0,0,1
"1861","PE McEwan ","New Zealand",1980,1985,17,17,1,1,1,0,0,1
"1862","AJ Mackay ","Zimbabwe",2001,2001,3,3,1,1,1,0,0,1
"1863","GD McKenzie ","Australia",1971,1971,1,1,1,1,1,0,0,1
"1864","DL Maddy ","England",1998,2000,8,8,1,1,1,0,0,1
"1865","W Madhevere ","Zimbabwe",2020,2020,3,3,1,1,1,0,0,1
"1866","Mafizur Rahman ","Bangladesh",1997,1997,4,4,1,1,1,0,0,1
"1867","KA Maharaj ","South Africa",2017,2020,7,7,1,1,1,0,0,1
"1868","Mahbubul Alam ","Bangladesh",2009,2009,5,5,1,1,1,0,0,1
"1869","SI Mahmood ","England",2004,2009,26,26,1,1,1,0,0,1
"1870","GT Main ","Scotland",2019,2019,1,1,1,1,1,0,0,1
"1871","DE Malcolm ","England",1990,1994,10,10,1,1,1,0,0,1
"1872","MF Malone ","Australia",1977,1982,10,10,1,1,1,0,0,1
"1873","Manzoor Akhtar ","Pakistan",1997,1998,7,7,1,1,1,0,0,1
"1874","PJ Martin ","England",1995,1998,20,20,1,1,1,0,0,1
"1875","RAL Massie ","Australia",1972,1972,3,3,1,1,1,0,0,1
"1876","EZ Matambanadzo ","Zimbabwe",1996,1997,7,7,1,1,1,0,0,1
"1877","Mazhar Hussain ","United Arab Emirates",1994,1996,7,7,1,1,1,0,0,1
"1878","JA McCollum ","Ireland",2019,2020,9,9,1,1,1,0,0,1
"1879","V Mehra ","United Arab Emirates",1994,1996,6,6,1,1,1,0,0,1
"1880","KP Meiyappan ","United Arab Emirates",2019,2020,4,4,1,1,1,0,0,1
"1881","KO Meth ","Zimbabwe",2006,2012,11,11,1,1,1,0,0,1
"1882","JP Millmow ","New Zealand",1990,1990,5,5,1,1,1,0,0,1
"1883","A Mithun ","India",2010,2011,5,5,1,1,1,0,0,1
"1884","Mohammad Boota ","United Arab Emirates",2018,2019,9,9,1,0,0,0,1,1
"1885","Mohammad Hasnain ","Pakistan",2019,2019,5,5,1,1,1,0,0,1
"1886","Mohammad Ishaq ","United Arab Emirates",1994,1996,5,5,1,1,1,0,0,1
"1887","Mohammad Salim ","Bangladesh",2003,2003,1,1,1,1,0,1,0,1
"1888","Mohammad Sharif ","Bangladesh",2001,2007,9,9,1,1,1,0,0,1
"1889","Mohammad Zahid ","Pakistan",1996,2002,11,11,1,1,1,0,0,1
"1890","D Mohammed ","West Indies",2006,2008,7,7,1,1,1,0,0,1
"1891","Mosharraf Hossain ","Bangladesh",2008,2016,5,5,1,1,1,0,0,1
"1892","TV Mufambisi ","Zimbabwe",2006,2007,6,6,1,1,0,1,0,1
"1893","SP Mukherjee ","India",1990,1991,3,3,1,1,1,0,0,1
"1894","J Mulder ","Ireland",2017,2017,4,4,1,1,1,0,0,1
"1895","CT Mumba ","Zimbabwe",2016,2020,5,5,1,1,1,0,0,1
